 Kristin Houser,College of Business and Economics,Department of Marketing,https://www.csun.edu/marketing/faculty-directory
 Sean Keyani,College of Business and Economics,Department of Marketing,https://www.csun.edu/marketing/faculty-directory
 Jennifer Keysor,College of Business and Economics,Department of Marketing,https://www.csun.edu/marketing/faculty-directory
 Robert Kim,College of Business and Economics,Department of Marketing,https://www.csun.edu/marketing/faculty-directory
 Mike Lloyd,College of Business and Economics,Department of Marketing,https://www.csun.edu/marketing/faculty-directory
 Young-Seon (Paul) Moon,College of Business and Economics,Department of Marketing,https://www.csun.edu/marketing/faculty-directory
 Art Shulman,College of Business and Economics,Department of Marketing,https://www.csun.edu/marketing/faculty-directory
 Roger Smith,College of Business and Economics,Department of Marketing,https://www.csun.edu/marketing/faculty-directory
 Henry Tran,College of Business and Economics,Department of Marketing,https://www.csun.edu/marketing/faculty-directory
 Rachel Zacharia,College of Business and Economics,Department of Marketing,https://www.csun.edu/marketing/faculty-directory
Gladis J. Escalera,College of Business and Economics,Department of Marketing,https://www.csun.edu/marketing/faculty-directory
Mark Fuentes,College of Business and Economics,Department of Marketing,https://www.csun.edu/marketing/faculty-directory
Edgar Juarez,College of Business and Economics,Department of Marketing,https://www.csun.edu/marketing/faculty-directory
Serena Minassian,College of Business and Economics,Department of Marketing,https://www.csun.edu/marketing/faculty-directory
Yolanda Zamora,College of Business and Economics,Department of Marketing,https://www.csun.edu/marketing/faculty-directory
 Ardavan Asef-Vaziri,College of Business and Economics,Department of Systems Operation Management,https://www.csun.edu/som/faculty-staff-directory
 Ali R. Behnezhad,College of Business and Economics,Department of Systems Operation Management,https://www.csun.edu/som/faculty-staff-directory
 Amir Gharehgozli,College of Business and Economics,Department of Systems Operation Management,https://www.csun.edu/som/faculty-staff-directory
 Jun-Yeon Lee,College of Business and Economics,Department of Systems Operation Management,https://www.csun.edu/som/faculty-staff-directory
 Kunpeng Li,College of Business and Economics,Department of Systems Operation Management,https://www.csun.edu/som/faculty-staff-directory
 Seung-Kuk Paik,College of Business and Economics,Department of Systems Operation Management,https://www.csun.edu/som/faculty-staff-directory
 Siva Sankaran,College of Business and Economics,Department of Systems Operation Management,https://www.csun.edu/som/faculty-staff-directory
 Chi-Chuan (Andy) Yao,College of Business and Economics,Department of Systems Operation Management,https://www.csun.edu/som/faculty-staff-directory
 Paul Baum,College of Business and Economics,Department of Systems Operation Management,https://www.csun.edu/som/faculty-staff-directory
 Avi Dechter,College of Business and Economics,Department of Systems Operation Management,https://www.csun.edu/som/faculty-staff-directory
 Abraham Feinberg,College of Business and Economics,Department of Systems Operation Management,https://www.csun.edu/som/faculty-staff-directory
 Richard Gunther,College of Business and Economics,Department of Systems Operation Management,https://www.csun.edu/som/faculty-staff-directory
 Gordon Johnson,College of Business and Economics,Department of Systems Operation Management,https://www.csun.edu/som/faculty-staff-directory
 Albert Kinderman,College of Business and Economics,Department of Systems Operation Management,https://www.csun.edu/som/faculty-staff-directory
 John Miller,College of Business and Economics,Department of Systems Operation Management,https://www.csun.edu/som/faculty-staff-directory
 Ernest Scheuer,College of Business and Economics,Department of Systems Operation Management,https://www.csun.edu/som/faculty-staff-directory
 Richard Trueman,College of Business and Economics,Department of Systems Operation Management,https://www.csun.edu/som/faculty-staff-directory
 Elzbieta Trybus,College of Business and Economics,Department of Systems Operation Management,https://www.csun.edu/som/faculty-staff-directory
 Thomas Wedel,College of Business and Economics,Department of Systems Operation Management,https://www.csun.edu/som/faculty-staff-directory
 Fadil Zuwaylif,College of Business and Economics,Department of Systems Operation Management,https://www.csun.edu/som/faculty-staff-directory
 Behnam Abrams,College of Business and Economics,Department of Systems Operation Management,https://www.csun.edu/som/faculty-staff-directory
 Khashayar Behdinan,College of Business and Economics,Department of Systems Operation Management,https://www.csun.edu/som/faculty-staff-directory
 Greg Eisenbrand,College of Business and Economics,Department of Systems Operation Management,https://www.csun.edu/som/faculty-staff-directory
 Kaveh Houshmand Azad,College of Business and Economics,Department of Systems Operation Management,https://www.csun.edu/som/faculty-staff-directory
 Zari Karimi,College of Business and Economics,Department of Systems Operation Management,https://www.csun.edu/som/faculty-staff-directory
 Fareen Mehrzai,College of Business and Economics,Department of Systems Operation Management,https://www.csun.edu/som/faculty-staff-directory
 Jane Tierney,College of Business and Economics,Department of Systems Operation Management,https://www.csun.edu/som/faculty-staff-directory
 Ahmad Vessal,College of Business and Economics,Department of Systems Operation Management,https://www.csun.edu/som/faculty-staff-directory
 Vanessa Sutton,College of Business and Economics,Department of Systems Operation Management,https://www.csun.edu/som/faculty-staff-directory
Edward Alfano,Mike Curb College of Arts  Media  & Communication,Department of Art,https://www.csun.edu/mike-curb-arts-media-communication/art/faculty-staff
Joe Bautista,Mike Curb College of Arts  Media  & Communication,Department of Art,https://www.csun.edu/mike-curb-arts-media-communication/art/faculty-staff
Patsy Cox,Mike Curb College of Arts  Media  & Communication,Department of Art,https://www.csun.edu/mike-curb-arts-media-communication/art/faculty-staff
Paula DiMarco,Mike Curb College of Arts  Media  & Communication,Department of Art,https://www.csun.edu/mike-curb-arts-media-communication/art/faculty-staff
Owen Doonan,Mike Curb College of Arts  Media  & Communication,Department of Art,https://www.csun.edu/mike-curb-arts-media-communication/art/faculty-staff
Mark Farquhar,Mike Curb College of Arts  Media  & Communication,Department of Art,https://www.csun.edu/mike-curb-arts-media-communication/art/faculty-staff
Samantha Fields,Mike Curb College of Arts  Media  & Communication,Department of Art,https://www.csun.edu/mike-curb-arts-media-communication/art/faculty-staff
Candice Greathouse,Mike Curb College of Arts  Media  & Communication,Department of Art,https://www.csun.edu/mike-curb-arts-media-communication/art/faculty-staff
Steven Hampton,Mike Curb College of Arts  Media  & Communication,Department of Art,https://www.csun.edu/mike-curb-arts-media-communication/art/faculty-staff
Lynette Henderson,Mike Curb College of Arts  Media  & Communication,Department of Art,https://www.csun.edu/mike-curb-arts-media-communication/art/faculty-staff
Jim Kelley,Mike Curb College of Arts  Media  & Communication,Department of Art,https://www.csun.edu/mike-curb-arts-media-communication/art/faculty-staff
Peri Klemm,Mike Curb College of Arts  Media  & Communication,Department of Art,https://www.csun.edu/mike-curb-arts-media-communication/art/faculty-staff
Lesley Krane,Mike Curb College of Arts  Media  & Communication,Department of Art,https://www.csun.edu/mike-curb-arts-media-communication/art/faculty-staff
Laurel Long,Mike Curb College of Arts  Media  & Communication,Department of Art,https://www.csun.edu/mike-curb-arts-media-communication/art/faculty-staff
Dave Moon,Mike Curb College of Arts  Media  & Communication,Department of Art,https://www.csun.edu/mike-curb-arts-media-communication/art/faculty-staff
Mario Ontiveros,Mike Curb College of Arts  Media  & Communication,Department of Art,https://www.csun.edu/mike-curb-arts-media-communication/art/faculty-staff
Caleb Owens,Mike Curb College of Arts  Media  & Communication,Department of Art,https://www.csun.edu/mike-curb-arts-media-communication/art/faculty-staff
Edie Pistolesi,Mike Curb College of Arts  Media  & Communication,Department of Art,https://www.csun.edu/mike-curb-arts-media-communication/art/faculty-staff
Magdy Rizk,Mike Curb College of Arts  Media  & Communication,Department of Art,https://www.csun.edu/mike-curb-arts-media-communication/art/faculty-staff
Michelle Rozic,Mike Curb College of Arts  Media  & Communication,Department of Art,https://www.csun.edu/mike-curb-arts-media-communication/art/faculty-staff
Ron Saito,Mike Curb College of Arts  Media  & Communication,Department of Art,https://www.csun.edu/mike-curb-arts-media-communication/art/faculty-staff
Erik Sandberg,Mike Curb College of Arts  Media  & Communication,Department of Art,https://www.csun.edu/mike-curb-arts-media-communication/art/faculty-staff
Robert St. Pierre,Mike Curb College of Arts  Media  & Communication,Department of Art,https://www.csun.edu/mike-curb-arts-media-communication/art/faculty-staff
Kristin Taylor,Mike Curb College of Arts  Media  & Communication,Department of Art,https://www.csun.edu/mike-curb-arts-media-communication/art/faculty-staff
Christian Tedeschi,Mike Curb College of Arts  Media  & Communication,Department of Art,https://www.csun.edu/mike-curb-arts-media-communication/art/faculty-staff
Joy von Wolffersdorff,Mike Curb College of Arts  Media  & Communication,Department of Art,https://www.csun.edu/mike-curb-arts-media-communication/art/faculty-staff
Meiqin Wang,Mike Curb College of Arts  Media  & Communication,Department of Art,https://www.csun.edu/mike-curb-arts-media-communication/art/faculty-staff
RuthAnn Anderson,Mike Curb College of Arts  Media  & Communication,Department of Art,https://www.csun.edu/mike-curb-arts-media-communication/art/faculty-staff
Noah Amrani,Mike Curb College of Arts  Media  & Communication,Department of Art,https://www.csun.edu/mike-curb-arts-media-communication/art/faculty-staff
Craig Ashby,Mike Curb College of Arts  Media  & Communication,Department of Art,https://www.csun.edu/mike-curb-arts-media-communication/art/faculty-staff
Tanya Batura,Mike Curb College of Arts  Media  & Communication,Department of Art,https://www.csun.edu/mike-curb-arts-media-communication/art/faculty-staff
Caleb Bladh,Mike Curb College of Arts  Media  & Communication,Department of Art,https://www.csun.edu/mike-curb-arts-media-communication/art/faculty-staff
Michael Bonitatis,Mike Curb College of Arts  Media  & Communication,Department of Art,https://www.csun.edu/mike-curb-arts-media-communication/art/faculty-staff
Jean-Luc Bordeaux,Mike Curb College of Arts  Media  & Communication,Department of Art,https://www.csun.edu/mike-curb-arts-media-communication/art/faculty-staff
Holly Boruck,Mike Curb College of Arts  Media  & Communication,Department of Art,https://www.csun.edu/mike-curb-arts-media-communication/art/faculty-staff
Tanya Brodsky,Mike Curb College of Arts  Media  & Communication,Department of Art,https://www.csun.edu/mike-curb-arts-media-communication/art/faculty-staff
Betty Brown,Mike Curb College of Arts  Media  & Communication,Department of Art,https://www.csun.edu/mike-curb-arts-media-communication/art/faculty-staff
Anita Bunn,Mike Curb College of Arts  Media  & Communication,Department of Art,https://www.csun.edu/mike-curb-arts-media-communication/art/faculty-staff
Ryan Cheney,Mike Curb College of Arts  Media  & Communication,Department of Art,https://www.csun.edu/mike-curb-arts-media-communication/art/faculty-staff
John Clisset,Mike Curb College of Arts  Media  & Communication,Department of Art,https://www.csun.edu/mike-curb-arts-media-communication/art/faculty-staff
Jeff Courtney,Mike Curb College of Arts  Media  & Communication,Department of Art,https://www.csun.edu/mike-curb-arts-media-communication/art/faculty-staff
Lee Crowe,Mike Curb College of Arts  Media  & Communication,Department of Art,https://www.csun.edu/mike-curb-arts-media-communication/art/faculty-staff
Brian Dario,Mike Curb College of Arts  Media  & Communication,Department of Art,https://www.csun.edu/mike-curb-arts-media-communication/art/faculty-staff
Gioj De Marco,Mike Curb College of Arts  Media  & Communication,Department of Art,https://www.csun.edu/mike-curb-arts-media-communication/art/faculty-staff
Drew Dominick,Mike Curb College of Arts  Media  & Communication,Department of Art,https://www.csun.edu/mike-curb-arts-media-communication/art/faculty-staff
Ben Echeverria,Mike Curb College of Arts  Media  & Communication,Department of Art,https://www.csun.edu/mike-curb-arts-media-communication/art/faculty-staff
Molly Enholm,Mike Curb College of Arts  Media  & Communication,Department of Art,https://www.csun.edu/mike-curb-arts-media-communication/art/faculty-staff
Kent Familton,Mike Curb College of Arts  Media  & Communication,Department of Art,https://www.csun.edu/mike-curb-arts-media-communication/art/faculty-staff
Tim Forcum,Mike Curb College of Arts  Media  & Communication,Department of Art,https://www.csun.edu/mike-curb-arts-media-communication/art/faculty-staff
Shannon Freshwater,Mike Curb College of Arts  Media  & Communication,Department of Art,https://www.csun.edu/mike-curb-arts-media-communication/art/faculty-staff
Trevor Greenleaf,Mike Curb College of Arts  Media  & Communication,Department of Art,https://www.csun.edu/mike-curb-arts-media-communication/art/faculty-staff
Alina Hayes,Mike Curb College of Arts  Media  & Communication,Department of Art,https://www.csun.edu/mike-curb-arts-media-communication/art/faculty-staff
Hiroki Itokazu,Mike Curb College of Arts  Media  & Communication,Department of Art,https://www.csun.edu/mike-curb-arts-media-communication/art/faculty-staff
Ken Jones,Mike Curb College of Arts  Media  & Communication,Department of Art,https://www.csun.edu/mike-curb-arts-media-communication/art/faculty-staff
Marzieh Karimi,Mike Curb College of Arts  Media  & Communication,Department of Art,https://www.csun.edu/mike-curb-arts-media-communication/art/faculty-staff
Niku Kashef,Mike Curb College of Arts  Media  & Communication,Department of Art,https://www.csun.edu/mike-curb-arts-media-communication/art/faculty-staff
Jennifer Smith Klein,Mike Curb College of Arts  Media  & Communication,Department of Art,https://www.csun.edu/mike-curb-arts-media-communication/art/faculty-staff
Ira Korman,Mike Curb College of Arts  Media  & Communication,Department of Art,https://www.csun.edu/mike-curb-arts-media-communication/art/faculty-staff
Katherine Laris,Mike Curb College of Arts  Media  & Communication,Department of Art,https://www.csun.edu/mike-curb-arts-media-communication/art/faculty-staff
Nick Longo,Mike Curb College of Arts  Media  & Communication,Department of Art,https://www.csun.edu/mike-curb-arts-media-communication/art/faculty-staff
Gaston Marzio,Mike Curb College of Arts  Media  & Communication,Department of Art,https://www.csun.edu/mike-curb-arts-media-communication/art/faculty-staff
Robin McCauley,Mike Curb College of Arts  Media  & Communication,Department of Art,https://www.csun.edu/mike-curb-arts-media-communication/art/faculty-staff
Bruce Mendelson,Mike Curb College of Arts  Media  & Communication,Department of Art,https://www.csun.edu/mike-curb-arts-media-communication/art/faculty-staff
Aglaia Mortcheva,Mike Curb College of Arts  Media  & Communication,Department of Art,https://www.csun.edu/mike-curb-arts-media-communication/art/faculty-staff
Juliet Moss,Mike Curb College of Arts  Media  & Communication,Department of Art,https://www.csun.edu/mike-curb-arts-media-communication/art/faculty-staff
Andrea Newell,Mike Curb College of Arts  Media  & Communication,Department of Art,https://www.csun.edu/mike-curb-arts-media-communication/art/faculty-staff
Elizabeth Nurenberg,Mike Curb College of Arts  Media  & Communication,Department of Art,https://www.csun.edu/mike-curb-arts-media-communication/art/faculty-staff
Richard Ollis,Mike Curb College of Arts  Media  & Communication,Department of Art,https://www.csun.edu/mike-curb-arts-media-communication/art/faculty-staff
Omid Orouji,Mike Curb College of Arts  Media  & Communication,Department of Art,https://www.csun.edu/mike-curb-arts-media-communication/art/faculty-staff
Ernestina Osorio,Mike Curb College of Arts  Media  & Communication,Department of Art,https://www.csun.edu/mike-curb-arts-media-communication/art/faculty-staff
Larry Oviatt,Mike Curb College of Arts  Media  & Communication,Department of Art,https://www.csun.edu/mike-curb-arts-media-communication/art/faculty-staff
Fabia Panjarian,Mike Curb College of Arts  Media  & Communication,Department of Art,https://www.csun.edu/mike-curb-arts-media-communication/art/faculty-staff
Levon Parian,Mike Curb College of Arts  Media  & Communication,Department of Art,https://www.csun.edu/mike-curb-arts-media-communication/art/faculty-staff
Vesna Petrovic,Mike Curb College of Arts  Media  & Communication,Department of Art,https://www.csun.edu/mike-curb-arts-media-communication/art/faculty-staff
Donna Pozen,Mike Curb College of Arts  Media  & Communication,Department of Art,https://www.csun.edu/mike-curb-arts-media-communication/art/faculty-staff
Chuck Przelomiec,Mike Curb College of Arts  Media  & Communication,Department of Art,https://www.csun.edu/mike-curb-arts-media-communication/art/faculty-staff
Shirin Raban,Mike Curb College of Arts  Media  & Communication,Department of Art,https://www.csun.edu/mike-curb-arts-media-communication/art/faculty-staff
Vicky Reynolds,Mike Curb College of Arts  Media  & Communication,Department of Art,https://www.csun.edu/mike-curb-arts-media-communication/art/faculty-staff
Jamie Russom,Mike Curb College of Arts  Media  & Communication,Department of Art,https://www.csun.edu/mike-curb-arts-media-communication/art/faculty-staff
Karen Schifman,Mike Curb College of Arts  Media  & Communication,Department of Art,https://www.csun.edu/mike-curb-arts-media-communication/art/faculty-staff
Julia Schlosser,Mike Curb College of Arts  Media  & Communication,Department of Art,https://www.csun.edu/mike-curb-arts-media-communication/art/faculty-staff
Howard Schneider,Mike Curb College of Arts  Media  & Communication,Department of Art,https://www.csun.edu/mike-curb-arts-media-communication/art/faculty-staff
Louis Solis,Mike Curb College of Arts  Media  & Communication,Department of Art,https://www.csun.edu/mike-curb-arts-media-communication/art/faculty-staff
Robert Souza,Mike Curb College of Arts  Media  & Communication,Department of Art,https://www.csun.edu/mike-curb-arts-media-communication/art/faculty-staff
Alex Swart,Mike Curb College of Arts  Media  & Communication,Department of Art,https://www.csun.edu/mike-curb-arts-media-communication/art/faculty-staff
Curtis Taylor,Mike Curb College of Arts  Media  & Communication,Department of Art,https://www.csun.edu/mike-curb-arts-media-communication/art/faculty-staff
Debra Wacks,Mike Curb College of Arts  Media  & Communication,Department of Art,https://www.csun.edu/mike-curb-arts-media-communication/art/faculty-staff
Eve Wood,Mike Curb College of Arts  Media  & Communication,Department of Art,https://www.csun.edu/mike-curb-arts-media-communication/art/faculty-staff
Calvin Yip,Mike Curb College of Arts  Media  & Communication,Department of Art,https://www.csun.edu/mike-curb-arts-media-communication/art/faculty-staff
Thelma Vickroy,Mike Curb College of Arts  Media  & Communication,Department of Cinema Television Arts,https://www.csun.edu/mike-curb-arts-media-communication/cinema-television-arts/full-time-faculty
Erik Boccio,Mike Curb College of Arts  Media  & Communication,Department of Cinema Television Arts,https://www.csun.edu/mike-curb-arts-media-communication/cinema-television-arts/full-time-faculty
Karen Dee Carpenter,Mike Curb College of Arts  Media  & Communication,Department of Cinema Television Arts,https://www.csun.edu/mike-curb-arts-media-communication/cinema-television-arts/full-time-faculty
Eric Edson,Mike Curb College of Arts  Media  & Communication,Department of Cinema Television Arts,https://www.csun.edu/mike-curb-arts-media-communication/cinema-television-arts/full-time-faculty
Frances Gateward,Mike Curb College of Arts  Media  & Communication,Department of Cinema Television Arts,https://www.csun.edu/mike-curb-arts-media-communication/cinema-television-arts/full-time-faculty
Michael Hoggan,Mike Curb College of Arts  Media  & Communication,Department of Cinema Television Arts,https://www.csun.edu/mike-curb-arts-media-communication/cinema-television-arts/full-time-faculty
Todd Holmes,Mike Curb College of Arts  Media  & Communication,Department of Cinema Television Arts,https://www.csun.edu/mike-curb-arts-media-communication/cinema-television-arts/full-time-faculty
Alessandro Jacchia,Mike Curb College of Arts  Media  & Communication,Department of Cinema Television Arts,https://www.csun.edu/mike-curb-arts-media-communication/cinema-television-arts/full-time-faculty
Michael Johnson,Mike Curb College of Arts  Media  & Communication,Department of Cinema Television Arts,https://www.csun.edu/mike-curb-arts-media-communication/cinema-television-arts/full-time-faculty
Joel Krantz,Mike Curb College of Arts  Media  & Communication,Department of Cinema Television Arts,https://www.csun.edu/mike-curb-arts-media-communication/cinema-television-arts/full-time-faculty
Alexis Krasilovsky,Mike Curb College of Arts  Media  & Communication,Department of Cinema Television Arts,https://www.csun.edu/mike-curb-arts-media-communication/cinema-television-arts/full-time-faculty
Elizabeth Leister,Mike Curb College of Arts  Media  & Communication,Department of Cinema Television Arts,https://www.csun.edu/mike-curb-arts-media-communication/cinema-television-arts/full-time-faculty
Jared Rappaport,Mike Curb College of Arts  Media  & Communication,Department of Cinema Television Arts,https://www.csun.edu/mike-curb-arts-media-communication/cinema-television-arts/full-time-faculty
Quinn Saunders,Mike Curb College of Arts  Media  & Communication,Department of Cinema Television Arts,https://www.csun.edu/mike-curb-arts-media-communication/cinema-television-arts/full-time-faculty
John Schultheiss,Mike Curb College of Arts  Media  & Communication,Department of Cinema Television Arts,https://www.csun.edu/mike-curb-arts-media-communication/cinema-television-arts/full-time-faculty
Jon Stahl,Mike Curb College of Arts  Media  & Communication,Department of Cinema Television Arts,https://www.csun.edu/mike-curb-arts-media-communication/cinema-television-arts/full-time-faculty
Scott Sturgeon,Mike Curb College of Arts  Media  & Communication,Department of Cinema Television Arts,https://www.csun.edu/mike-curb-arts-media-communication/cinema-television-arts/full-time-faculty
Nate Thomas,Mike Curb College of Arts  Media  & Communication,Department of Cinema Television Arts,https://www.csun.edu/mike-curb-arts-media-communication/cinema-television-arts/full-time-faculty
D. E. Wynter,Mike Curb College of Arts  Media  & Communication,Department of Cinema Television Arts,https://www.csun.edu/mike-curb-arts-media-communication/cinema-television-arts/full-time-faculty
Iris Arvizu,Mike Curb College of Arts  Media  & Communication,Department of Cinema Television Arts,https://www.csun.edu/mike-curb-arts-media-communication/cinema-television-arts/ctva-lecturers
Mark Austin,Mike Curb College of Arts  Media  & Communication,Department of Cinema Television Arts,https://www.csun.edu/mike-curb-arts-media-communication/cinema-television-arts/ctva-lecturers
Michael Bevan,Mike Curb College of Arts  Media  & Communication,Department of Cinema Television Arts,https://www.csun.edu/mike-curb-arts-media-communication/cinema-television-arts/ctva-lecturers
Michael Bucklin,Mike Curb College of Arts  Media  & Communication,Department of Cinema Television Arts,https://www.csun.edu/mike-curb-arts-media-communication/cinema-television-arts/ctva-lecturers
Richard Chambers,Mike Curb College of Arts  Media  & Communication,Department of Cinema Television Arts,https://www.csun.edu/mike-curb-arts-media-communication/cinema-television-arts/ctva-lecturers
Greg Ciacccio,Mike Curb College of Arts  Media  & Communication,Department of Cinema Television Arts,https://www.csun.edu/mike-curb-arts-media-communication/cinema-television-arts/ctva-lecturers
Leigh Collier,Mike Curb College of Arts  Media  & Communication,Department of Cinema Television Arts,https://www.csun.edu/mike-curb-arts-media-communication/cinema-television-arts/ctva-lecturers
Henryk Cymerman,Mike Curb College of Arts  Media  & Communication,Department of Cinema Television Arts,https://www.csun.edu/mike-curb-arts-media-communication/cinema-television-arts/ctva-lecturers
Maria Elena de las Carreras,Mike Curb College of Arts  Media  & Communication,Department of Cinema Television Arts,https://www.csun.edu/mike-curb-arts-media-communication/cinema-television-arts/ctva-lecturers
Christopher Childs,Mike Curb College of Arts  Media  & Communication,Department of Cinema Television Arts,https://www.csun.edu/mike-curb-arts-media-communication/cinema-television-arts/ctva-lecturers
David Desser,Mike Curb College of Arts  Media  & Communication,Department of Cinema Television Arts,https://www.csun.edu/mike-curb-arts-media-communication/cinema-television-arts/ctva-lecturers
Deborah Diehl,Mike Curb College of Arts  Media  & Communication,Department of Cinema Television Arts,https://www.csun.edu/mike-curb-arts-media-communication/cinema-television-arts/ctva-lecturers
Shirley Finney,Mike Curb College of Arts  Media  & Communication,Department of Cinema Television Arts,https://www.csun.edu/mike-curb-arts-media-communication/cinema-television-arts/ctva-lecturers
Edward Frank,Mike Curb College of Arts  Media  & Communication,Department of Cinema Television Arts,https://www.csun.edu/mike-curb-arts-media-communication/cinema-television-arts/ctva-lecturers
Andrea Fuller,Mike Curb College of Arts  Media  & Communication,Department of Cinema Television Arts,https://www.csun.edu/mike-curb-arts-media-communication/cinema-television-arts/ctva-lecturers
Jeffrey Gilbert,Mike Curb College of Arts  Media  & Communication,Department of Cinema Television Arts,https://www.csun.edu/mike-curb-arts-media-communication/cinema-television-arts/ctva-lecturers
Fred Ginsburg,Mike Curb College of Arts  Media  & Communication,Department of Cinema Television Arts,https://www.csun.edu/mike-curb-arts-media-communication/cinema-television-arts/ctva-lecturers
Vincent Gutierrez,Mike Curb College of Arts  Media  & Communication,Department of Cinema Television Arts,https://www.csun.edu/mike-curb-arts-media-communication/cinema-television-arts/ctva-lecturers
Tim Halloran,Mike Curb College of Arts  Media  & Communication,Department of Cinema Television Arts,https://www.csun.edu/mike-curb-arts-media-communication/cinema-television-arts/ctva-lecturers
Elizabeth L. Huszarik,Mike Curb College of Arts  Media  & Communication,Department of Cinema Television Arts,https://www.csun.edu/mike-curb-arts-media-communication/cinema-television-arts/ctva-lecturers
Hillary Kaplowitz,Mike Curb College of Arts  Media  & Communication,Department of Cinema Television Arts,https://www.csun.edu/mike-curb-arts-media-communication/cinema-television-arts/ctva-lecturers
Melody Kellis,Mike Curb College of Arts  Media  & Communication,Department of Cinema Television Arts,https://www.csun.edu/mike-curb-arts-media-communication/cinema-television-arts/ctva-lecturers
Jonathan Kesseman,Mike Curb College of Arts  Media  & Communication,Department of Cinema Television Arts,https://www.csun.edu/mike-curb-arts-media-communication/cinema-television-arts/ctva-lecturers
Harvey Laidman,Mike Curb College of Arts  Media  & Communication,Department of Cinema Television Arts,https://www.csun.edu/mike-curb-arts-media-communication/cinema-television-arts/ctva-lecturers
Morgan Land,Mike Curb College of Arts  Media  & Communication,Department of Cinema Television Arts,https://www.csun.edu/mike-curb-arts-media-communication/cinema-television-arts/ctva-lecturers
Stanley Landes,Mike Curb College of Arts  Media  & Communication,Department of Cinema Television Arts,https://www.csun.edu/mike-curb-arts-media-communication/cinema-television-arts/ctva-lecturers
Jeff Lengyel,Mike Curb College of Arts  Media  & Communication,Department of Cinema Television Arts,https://www.csun.edu/mike-curb-arts-media-communication/cinema-television-arts/ctva-lecturers
Robert Lewis,Mike Curb College of Arts  Media  & Communication,Department of Cinema Television Arts,https://www.csun.edu/mike-curb-arts-media-communication/cinema-television-arts/ctva-lecturers
John Lynch,Mike Curb College of Arts  Media  & Communication,Department of Cinema Television Arts,https://www.csun.edu/mike-curb-arts-media-communication/cinema-television-arts/ctva-lecturers
Billie Jo Mason,Mike Curb College of Arts  Media  & Communication,Department of Cinema Television Arts,https://www.csun.edu/mike-curb-arts-media-communication/cinema-television-arts/ctva-lecturers
Thomas McWilliams,Mike Curb College of Arts  Media  & Communication,Department of Cinema Television Arts,https://www.csun.edu/mike-curb-arts-media-communication/cinema-television-arts/ctva-lecturers
Krishna Narayanamurti,Mike Curb College of Arts  Media  & Communication,Department of Cinema Television Arts,https://www.csun.edu/mike-curb-arts-media-communication/cinema-television-arts/ctva-lecturers
Richard Ollis,Mike Curb College of Arts  Media  & Communication,Department of Cinema Television Arts,https://www.csun.edu/mike-curb-arts-media-communication/cinema-television-arts/ctva-lecturers
James Overman,Mike Curb College of Arts  Media  & Communication,Department of Cinema Television Arts,https://www.csun.edu/mike-curb-arts-media-communication/cinema-television-arts/ctva-lecturers
James Jennewein,Mike Curb College of Arts  Media  & Communication,Department of Cinema Television Arts,https://www.csun.edu/mike-curb-arts-media-communication/cinema-television-arts/ctva-lecturers
Rachel Pearl,Mike Curb College of Arts  Media  & Communication,Department of Cinema Television Arts,https://www.csun.edu/mike-curb-arts-media-communication/cinema-television-arts/ctva-lecturers
Paul Petschek,Mike Curb College of Arts  Media  & Communication,Department of Cinema Television Arts,https://www.csun.edu/mike-curb-arts-media-communication/cinema-television-arts/ctva-lecturers
Anna Marie Piersimoni,Mike Curb College of Arts  Media  & Communication,Department of Cinema Television Arts,https://www.csun.edu/mike-curb-arts-media-communication/cinema-television-arts/ctva-lecturers
Nancy Riley,Mike Curb College of Arts  Media  & Communication,Department of Cinema Television Arts,https://www.csun.edu/mike-curb-arts-media-communication/cinema-television-arts/ctva-lecturers
Michael Rose,Mike Curb College of Arts  Media  & Communication,Department of Cinema Television Arts,https://www.csun.edu/mike-curb-arts-media-communication/cinema-television-arts/ctva-lecturers
Hamidou Soumah,Mike Curb College of Arts  Media  & Communication,Department of Cinema Television Arts,https://www.csun.edu/mike-curb-arts-media-communication/cinema-television-arts/ctva-lecturers
Carley Steiner,Mike Curb College of Arts  Media  & Communication,Department of Cinema Television Arts,https://www.csun.edu/mike-curb-arts-media-communication/cinema-television-arts/ctva-lecturers
William Stratford,Mike Curb College of Arts  Media  & Communication,Department of Cinema Television Arts,https://www.csun.edu/mike-curb-arts-media-communication/cinema-television-arts/ctva-lecturers
Jennifer Sturla,Mike Curb College of Arts  Media  & Communication,Department of Cinema Television Arts,https://www.csun.edu/mike-curb-arts-media-communication/cinema-television-arts/ctva-lecturers
John Vandergriff,Mike Curb College of Arts  Media  & Communication,Department of Cinema Television Arts,https://www.csun.edu/mike-curb-arts-media-communication/cinema-television-arts/ctva-lecturers
Mary VerPlank,Mike Curb College of Arts  Media  & Communication,Department of Cinema Television Arts,https://www.csun.edu/mike-curb-arts-media-communication/cinema-television-arts/ctva-lecturers
Alexander Weiss,Mike Curb College of Arts  Media  & Communication,Department of Cinema Television Arts,https://www.csun.edu/mike-curb-arts-media-communication/cinema-television-arts/ctva-lecturers
Hubert White,Mike Curb College of Arts  Media  & Communication,Department of Cinema Television Arts,https://www.csun.edu/mike-curb-arts-media-communication/cinema-television-arts/ctva-lecturers
Alan Wu,Mike Curb College of Arts  Media  & Communication,Department of Cinema Television Arts,https://www.csun.edu/mike-curb-arts-media-communication/cinema-television-arts/ctva-lecturers
